Record Length,2.500000e+03,,  -0.000760000000,   5.20000,
Sample Interval,2.000000e-06,,  -0.000758000000,   5.20000,
Trigger Point,3.800000000000e+02,,  -0.000756000000,   5.20000,
,,,  -0.000754000000,   5.20000,
,,,  -0.000752000000,   5.20000,
,,,  -0.000750000000,   5.20000,
Source,CH1,,  -0.000748000000,   5.20000,
Vertical Units,V,,  -0.000746000000,   5.20000,
Vertical Scale,2.000000e+00,,  -0.000744000000,   5.20000,
Vertical Offset,1.600000e-01,,  -0.000742000000,   5.20000,
Horizontal Units,s,,  -0.000740000000,   5.20000,
Horizontal Scale,5.000000e-04,,  -0.000738000000,   5.20000,
Pt Fmt,Y,,  -0.000736000000,   5.20000,
Yzero,0.000000e+00,,  -0.000734000000,   5.20000,
Probe Atten,1.000000e+00,,  -0.000732000000,   5.20000,
Model Number,TDS1001B,,  -0.000730000000,   5.20000,
Serial Number,C059821,,  -0.000728000000,   5.20000,
Firmware Version,FV:v22.01,,  -0.000726000000,   5.20000,
,,,-00.000724000000,   5.20000,
,,,-00.000722000000,   5.20000,
,,,-00.000720000000,   5.20000,
,,,-00.000718000000,   5.20000,
,,,-00.000716000000,   5.20000,
,,,-00.000714000000,   5.20000,
,,,-00.000712000000,   5.28000,
,,,-00.000710000000,   5.28000,
,,,-00.000708000000,   5.20000,
,,,-00.000706000000,   5.20000,
,,,-00.000704000000,   5.20000,
,,,-00.000702000000,   5.20000,
,,,-00.000700000000,   5.28000,
,,,-00.000698000000,   5.20000,
,,,-00.000696000000,   5.28000,
,,,-00.000694000000,   5.28000,
,,,-00.000692000000,   5.20000,
,,,-00.000690000000,   5.20000,
,,,-00.000688000000,   5.28000,
,,,-00.000686000000,   5.20000,
,,,-00.000684000000,   5.28000,
,,,-00.000682000000,   5.28000,
,,,-00.000680000000,   5.28000,
,,,-00.000678000000,   5.28000,
,,,-00.000676000000,   5.28000,
,,,-00.000674000000,   5.28000,
,,,-00.000672000000,   5.28000,
,,,-00.000670000000,   5.28000,
,,,-00.000668000000,   5.28000,
,,,-00.000666000000,   5.28000,
,,,-00.000664000000,   5.28000,
,,,-00.000662000000,   5.28000,
,,,-00.000660000000,   5.28000,
,,,-00.000658000000,   5.28000,
,,,-00.000656000000,   5.36000,
,,,-00.000654000000,   5.28000,
,,,-00.000652000000,   5.28000,
,,,-00.000650000000,   5.36000,
,,,-00.000648000000,   5.28000,
,,,-00.000646000000,   5.28000,
,,,-00.000644000000,   5.28000,
,,,-00.000642000000,   5.28000,
,,,-00.000640000000,   5.28000,
,,,-00.000638000000,   5.28000,
,,,-00.000636000000,   5.28000,
,,,-00.000634000000,   5.28000,
,,,-00.000632000000,   5.28000,
,,,-00.000630000000,   5.28000,
,,,-00.000628000000,   5.28000,
,,,-00.000626000000,   5.36000,
,,,-00.000624000000,   5.36000,
,,,-00.000622000000,   5.28000,
,,,-00.000620000000,   5.28000,
,,,-00.000618000000,   5.36000,
,,,-00.000616000000,   5.36000,
,,,-00.000614000000,   5.36000,
,,,-00.000612000000,   5.28000,
,,,-00.000610000000,   5.28000,
,,,-00.000608000000,   5.28000,
,,,-00.000606000000,   5.28000,
,,,-00.000604000000,   5.36000,
,,,-00.000602000000,   5.28000,
,,,-00.000600000000,   5.36000,
,,,-00.000598000000,   5.36000,
,,,-00.000596000000,   5.36000,
,,,-00.000594000000,   5.36000,
,,,-00.000592000000,   5.36000,
,,,-00.000590000000,   5.36000,
,,,-00.000588000000,   5.36000,
,,,-00.000586000000,   5.36000,
,,,-00.000584000000,   5.36000,
,,,-00.000582000000,   5.36000,
,,,-00.000580000000,   5.36000,
,,,-00.000578000000,   5.36000,
,,,-00.000576000000,   5.36000,
,,,-00.000574000000,   5.36000,
,,,-00.000572000000,   5.36000,
,,,-00.000570000000,   5.36000,
,,,-00.000568000000,   5.36000,
,,,-00.000566000000,   5.36000,
,,,-00.000564000000,   5.36000,
,,,-00.000562000000,   5.36000,
,,,-00.000560000000,   5.36000,
,,,-00.000558000000,   5.36000,
,,,-00.000556000000,   5.36000,
,,,-00.000554000000,   5.36000,
,,,-00.000552000000,   5.36000,
,,,-00.000550000000,   5.36000,
,,,-00.000548000000,   5.36000,
,,,-00.000546000000,   5.36000,
,,,-00.000544000000,   5.36000,
,,,-00.000542000000,   5.36000,
,,,-00.000540000000,   5.36000,
,,,-00.000538000000,   5.36000,
,,,-00.000536000000,   5.36000,
,,,-00.000534000000,   5.36000,
,,,-00.000532000000,   5.36000,
,,,-00.000530000000,   5.36000,
,,,-00.000528000000,   5.36000,
,,,-00.000526000000,   5.36000,
,,,-00.000524000000,   5.44000,
