#Anz. reg. Impulse	U/V	I/mikroA
11045    320	0.2
11450    350	0.2
11557    380	0.2
11630    410	0.3
11723    440	0.4
11700    470	0.4
11765    500	0.5
11659    530	0.6
12090    560	0.6
12019    590	0.6
12070    620	0.8
12142    650	0.8
12301    680	1.0
12846    700	1.0

# Messzeit: 120s ; Strom-Ablesefehler: 0.02 mikroA
